key_type,key,smiles
name,mol_id:TOX25227,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O
name,mol_id:TOX24743,Nc1ccc2cc(S(=O)(=O)O)ccc2c1
name,mol_id:TOX139,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
name,mol_id:TOX137,Nc1ccc(-c2ccc(N)cc2)cc1
name,mol_id:TOX12548,N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1
name,mol_id:TOX131,[Ba+2]
name,mol_id:TOX135,c1ccccc1
name,mol_id:TOX134,O=Cc1ccccc1
name,mol_id:TOX5849,C=CCCC
name,mol_id:TOX21573,CCOC(=O)CP(=O)(OCC)OCC
name,mol_id:TOX27868,CC(C)(c1ccccc1)c1ccccc1
name,mol_id:TOX21575,O=C(O)COCC(=O)O
name,mol_id:TOX5840,Clc1ccc(C(Cl)(Cl)Cl)cc1Cl
name,mol_id:TOX5846,CCCCC
name,mol_id:TOX29385,N#CC(C#N)=C(C#N)C#N
name,mol_id:TOX29384,C1CCC2=NCCCN2CC1
name,mol_id:TOX29387,O=C(O)c1c2ccccc2cc2ccccc12
name,mol_id:TOX29386,O=C(CBr)c1ccccc1
name,mol_id:TOX2666,C[N+](C)(C)CC(=O)[O-]
name,mol_id:TOX29380,Nc1nc(Cl)cc(Cl)n1
name,mol_id:TOX29383,COc1ccc(C=O)cc1O
name,mol_id:TOX29382,CCN(CC)CCNC(=O)c1ccc(N)cc1
name,mol_id:TOX29389,O=c1c(=O)c2cccc3cccc1c32
name,mol_id:TOX29388,O=c1[nH][nH]c2ccccc12
name,mol_id:TOX12591,CC1(C)C(=O)N(Cl)C(=O)N1Br
name,mol_id:TOX26768,O=C1C(I)=CC(=C(c2cc(I)c([O-])c(I)c2)c2ccccc2C(=O)[O-])C=C1I
name,mol_id:TOX3569,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
name,mol_id:TOX5593,CNC(=O)N(c1ccccc1)c1ccccc1
name,mol_id:TOX5591,CN(CCO)CCO
name,mol_id:TOX5590,CC1CCCC1
name,mol_id:TOX5595,C=CC(=O)NCNC(=O)C=C
name,mol_id:TOX28844,C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1
name,mol_id:TOX5599,N#CSCSC#N
name,mol_id:TOX10189,Nc1ccccc1-c1ccccc1
name,mol_id:TOX17741,Cc1ccc(C(=O)c2ccccc2)cc1
name,mol_id:TOX14997,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC
name,mol_id:TOX1311,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
name,mol_id:TOX3567,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
name,mol_id:TOX28843,CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1
name,mol_id:TOX6824,CCCCS
name,mol_id:TOX28842,CC[C@H](O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1
name,mol_id:TOX25221,Brc1c(NC2=NCCN2)ccc2nccnc12
name,mol_id:TOX14192,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O
name,mol_id:TOX26713,C[S+](C)CCC(N)C(=O)O
name,mol_id:TOX26712,NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-]
name,mol_id:TOX26243,Cc1ccc(C(C)(C)c2ccc(C)cc2)cc1
name,mol_id:TOX26242,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1
name,mol_id:TOX26245,CCCCCCOC(=O)c1cccnc1
name,mol_id:TOX26716,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1
name,mol_id:TOX26247,C/C(=N\Cc1ccccc1)c1ccccc1O
name,mol_id:TOX26246,CCCC(C)(COC(N)=O)COC(=O)NC1CC1
name,mol_id:TOX26249,CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21
name,mol_id:TOX1359,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
name,mol_id:TOX22007,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OCC(O)CO
name,mol_id:TOX22006,CCCCCCCC(=O)OCC(O)CO
name,mol_id:TOX22005,CCCCCCCCCCCCCC(=O)OCC(O)CO
name,mol_id:TOX1358,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
name,mol_id:TOX7997,C=CCN(CC=C)C(=O)C(Cl)Cl
name,mol_id:TOX7991,CCCCCCCCCCCCCCCCO
name,mol_id:TOX575,C=CCc1ccc(OC)cc1
name,mol_id:TOX4183,C=CC(=O)OC
name,mol_id:TOX10695,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21
name,mol_id:TOX4077,C1CSCCS1
name,mol_id:TOX4072,CN(C)C(=O)C(c1ccccc1)c1ccccc1
name,mol_id:TOX10698,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O
name,mol_id:TOX9169,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OC
name,mol_id:TOX10432,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
name,mol_id:TOX31528,COC(=O)c1ccc(NC(C)=O)cc1OC
name,mol_id:TOX31529,COC(=O)c1cc(Cl)c(NC(C)=O)cc1OC
name,mol_id:TOX31520,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
name,mol_id:TOX31521,CCOC(=O)c1ccc(O)c(O)c1
name,mol_id:TOX31522,OC1(c2ccc(Cl)cc2)CCNCC1
name,mol_id:TOX31523,Clc1ccccc1N1CCNCC1
name,mol_id:TOX31524,O=C(c1ccco1)N1CCNCC1
name,mol_id:TOX31525,CC(=O)c1ccc(O)c(C(N)=O)c1
name,mol_id:TOX31526,CCCC(=O)Nc1ccc(O)c(C(C)=O)c1
name,mol_id:TOX31527,OC1(c2ccccc2)CCNCC1
name,mol_id:TOX20719,CC(=O)CC(=O)Nc1ccc(C)cc1C
name,mol_id:TOX20718,COc1cc(Cl)c(OC)cc1N
name,mol_id:TOX20711,CCOC(=O)c1ccccc1C
name,mol_id:TOX20710,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
name,mol_id:TOX20713,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1
name,mol_id:TOX20712,CC[Sn](Br)(CC)CC
name,mol_id:TOX20715,C=CC(=O)OCCOc1ccccc1
name,mol_id:TOX20714,Cc1cc(C)c(N)c(Cl)c1
name,mol_id:TOX20716,CCC(C)(C)C1CCC(O)CC1
name,mol_id:TOX24878,CCCOC(=O)c1ccccc1
name,mol_id:TOX24879,CCC(CO)(CO)COCC(CC)(CO)CO
name,mol_id:TOX24658,N=C1NC(=N)c2ccccc21
name,mol_id:TOX24870,C=C(C)C(=O)OCCCCOC(=O)C(=C)C
name,mol_id:TOX24655,CCCCCCCCCCCC(=O)N(CC)CC
name,mol_id:TOX24656,N#CCCOCCOCCC#N
name,mol_id:TOX24873,C=CC(=O)OCCCCCCCCCC
name,mol_id:TOX24650,Cc1ccc(N(CCO)CCO)cc1
name,mol_id:TOX24875,CN(C)CCN(C)CCO
name,mol_id:TOX24876,C(COCC1CO1)OCC1CO1
name,mol_id:TOX24877,CCC(=O)Nc1cccc(N)c1
name,mol_id:TOX6139,S=C(Nc1ccccc1)Nc1ccccc1
name,mol_id:TOX28711,O=C(N[C@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1
name,mol_id:TOX28710,CCOC(=O)Cc1cccc(-c2cc(CCCCCCc3ccc(O[C@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]4OC(C)=O)c(-c4cccc(CC(=O)OCC)c4)c3)ccc2O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O)c1
name,mol_id:TOX28713,CCc1cc(S(=O)(=O)[O-])c2cc(C(C)C)cccc1-2
name,mol_id:TOX28712,O=C(N[C@@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1
name,mol_id:TOX28715,CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1
name,mol_id:TOX28714,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1
name,mol_id:TOX28717,Nc1ccn(C2CO[C@H](CO)O2)c(=O)n1
name,mol_id:TOX28716,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1
name,mol_id:TOX28719,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N
name,mol_id:TOX27831,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
name,mol_id:TOX27830,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
name,mol_id:TOX27832,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
name,mol_id:TOX6228,CCOP(=O)(OCC)OCC
name,mol_id:TOX2027,Nc1ccc(F)cc1
name,mol_id:TOX6137,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O
name,mol_id:TOX2020,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O
name,mol_id:TOX6220,CCOc1cc(OCC)c(C(C)=O)cc1OCC
name,mol_id:TOX6223,CC(=O)OCCOCCOCCOC(C)=O
name,mol_id:TOX9904,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
name,mol_id:TOX6132,Cn1cnc2c1c(=O)[nH]c(=O)n2C
name,mol_id:TOX5035,CCN(CC)c1ccc2c(C)cc(=O)oc2c1
name,mol_id:TOX5037,CCN(CC)c1cccc(O)c1
name,mol_id:TOX1135,Oc1ccc2ccccc2c1/N=N/c1ccccc1
name,mol_id:TOX1134,NC(=S)Nc1ccccc1
name,mol_id:TOX4457,Nc1c2ccccc2nc2ccccc12
name,mol_id:TOX3701,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1
name,mol_id:TOX17515,CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl
name,mol_id:TOX15,CC(=O)NNc1ccccc1
name,mol_id:TOX14,CC(=O)C1C(=O)C=C(C)OC1=O
name,mol_id:TOX5895,Nc1ccc(Nc2ccccc2)cc1
name,mol_id:TOX2382,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1
name,mol_id:TOX728,NNCCO
name,mol_id:TOX18762,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1
name,mol_id:TOX721,CCOc1ccc(NC(=O)CC(C)O)cc1
name,mol_id:TOX12459,CCOP(=S)(OCC)SCSCC
name,mol_id:TOX5100,C=CC(=O)OCCN(C)C
name,mol_id:TOX4458,Nc1ccc2cc3ccccc3cc2c1
name,mol_id:TOX25293,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12
name,mol_id:TOX25292,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1
name,mol_id:TOX25291,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
name,mol_id:TOX4283,CCOCC(C)O
name,mol_id:TOX25297,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1
name,mol_id:TOX5102,CN(C)CCCN
name,mol_id:TOX7175,O=C1CCCc2ccccc21
name,mol_id:TOX7174,OC1CCCc2ccccc21
name,mol_id:TOX4934,c1ccc(N=NNc2ccccc2)cc1
name,mol_id:TOX12600,O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1
name,mol_id:TOX7178,COC(C)OC
name,mol_id:TOX589,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1
name,mol_id:TOX859,CC(O)c1ccccc1
name,mol_id:TOX3883,Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1
name,mol_id:TOX3881,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1
name,mol_id:TOX580,CCOc1ccc(NC(N)=O)cc1
name,mol_id:TOX581,CCOc1ccccc1C(N)=O
name,mol_id:TOX582,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2
name,mol_id:TOX583,C=CC(=O)OCC
name,mol_id:TOX856,CN1CCCC1=O
name,mol_id:TOX857,CNc1ncnc2[nH]cnc12
name,mol_id:TOX3889,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1
name,mol_id:TOX855,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1
name,mol_id:TOX4855,COc1cc(N)ccc1C
name,mol_id:TOX1828,CC(=O)c1ccccc1
name,mol_id:TOX1824,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
name,mol_id:TOX1823,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
name,mol_id:TOX1822,CC(C)N(CCO)C(C)C
name,mol_id:TOX1821,CCC(C)=NO
name,mol_id:TOX1820,CCC(=O)CC
name,mol_id:TOX3089,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC
name,mol_id:TOX3088,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O
name,mol_id:TOX3085,CCCCc1ccc(C(=O)O)nc1
name,mol_id:TOX28528,C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N
name,mol_id:TOX8974,CCCC(C)CC
name,mol_id:TOX12406,CCOP(=O)([O-])C(N)=O
name,mol_id:TOX7506,O=C(Cl)c1cc(Cl)cc(Cl)c1
name,mol_id:TOX7507,COC(=O)c1cccc(Cl)c1
name,mol_id:TOX7504,C=C(C)C(=O)OCCN(C)C
name,mol_id:TOX7502,Cc1cc(=O)nc(C(C)C)[nH]1
name,mol_id:TOX7503,CC1(C)CC(N)CC(C)(CN)C1
name,mol_id:TOX7500,CCCOCCO
name,mol_id:TOX7509,COC(=O)CCS
name,mol_id:TOX14855,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1
name,mol_id:TOX25671,CC(C)NCC(O)COc1ccccc1-n1cccc1
name,mol_id:TOX26019,OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O
name,mol_id:TOX25670,CC1(C)CO[C@@H](CC(=O)O)CN1
name,mol_id:TOX26015,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N
name,mol_id:TOX26016,N=C(N)NN.N=C(N)NN
name,mol_id:TOX26017,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C
name,mol_id:TOX25673,CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12
name,mol_id:TOX21299,CCCCCCC1(C)CCC(=O)O1
name,mol_id:TOX26013,OC[C@H]1OC(S[Au])[C@H](O)[C@@H](O)[C@@H]1O
name,mol_id:TOX27639,CCCCCCC#CC(=O)OC
name,mol_id:TOX27637,CCCCCC/C=C/C(=O)OC
name,mol_id:TOX27636,CCCCCCCC(=O)OCCCCCC
name,mol_id:TOX27633,CCCCCCCC/C=C\CCCCCCCC(=O)OCC
name,mol_id:TOX27631,C/C=C/C=C/CO
name,mol_id:TOX25674,CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21
name,mol_id:TOX25677,CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O
name,mol_id:TOX1644,O=C(O)CCCCCCC(=O)O
name,mol_id:TOX27362,CCOC(=O)[C@]1(c2ccccc2)Oc2ccccc2[C@@H]1N
name,mol_id:TOX29320,CCCN1C=CN(C)C1
name,mol_id:TOX21743,Cc1ccccc1/N=N/c1ccc(/N=N/c2c(O)ccc3ccccc23)c(C)c1
name,mol_id:TOX29314,CCCCCCCCCCCCCBr
name,mol_id:TOX2842,Cc1ncsc1CCCl
name,mol_id:TOX2843,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1
name,mol_id:TOX24670,Clc1cccc(Cl)c1N=C1NCCN1
name,mol_id:TOX2847,CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
name,mol_id:TOX922,Nc1ccc2ccccc2c1S(=O)(=O)O
name,mol_id:TOX281,O=[N+]([O-])c1ccc(Cl)cc1
name,mol_id:TOX9755,CCCCOC(O)CC
name,mol_id:TOX6031,CCCCCCCCCCCCOS(=O)(=O)[O-]
name,mol_id:TOX6033,CCCCC(CC)COS(=O)(=O)[O-]
name,mol_id:TOX20360,CCOC(=O)C1=NOC(c2ccccc2)(c2ccccc2)C1
name,mol_id:TOX20362,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
name,mol_id:TOX20363,CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1
name,mol_id:TOX5629,Cc1cc([N+](=O)[O-])ccc1N
name,mol_id:TOX5628,Cc1c(N)cccc1[N+](=O)[O-]
name,mol_id:TOX2610,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1
name,mol_id:TOX2904,CCCCC(=O)O[C@]1(C(=O)CO)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
name,mol_id:TOX2906,CC(C)(CO)[C@@H](O)C(=O)NCCCO
name,mol_id:TOX2901,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
name,mol_id:TOX27413,C/C=C(\C)C(=O)OC/C=C(\C)CCC=C(C)C
name,mol_id:TOX26908,N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
name,mol_id:TOX26909,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1
name,mol_id:TOX26906,CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1
name,mol_id:TOX26904,CCN(CC)CCO[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1
name,mol_id:TOX26902,COC(CNC(=O)c1ccccc1OCC(=O)O)C[Hg]O
name,mol_id:TOX27411,O=C(C=Cc1ccccc1)OCCCc1ccccc1
name,mol_id:TOX27142,CC1=C(C=O)C(C)(C)CCC1
name,mol_id:TOX22218,CCCCCOC(=O)CCCC
name,mol_id:TOX22219,CCCc1ccccc1
name,mol_id:TOX27145,CC(C)=CC(=O)O
name,mol_id:TOX22215,CCCCCCCCC(=O)Cl
name,mol_id:TOX22210,CN1CCCC1
name,mol_id:TOX13314,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1
name,mol_id:TOX25847,CC(=O)Nc1cc([As](=O)(O)O)ccc1O
name,mol_id:TOX25845,CCCCCC(C)N.CCCCCC(C)N
name,mol_id:TOX25843,OCc1ccccc1O
name,mol_id:TOX27414,CC=CC=CCOC(=O)C(C)C
name,mol_id:TOX25848,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Nc1ccc2cc3ccc(N)cc3nc2c1
name,mol_id:TOX25849,Oc1c(Br)cc(Br)c2cccnc12
name,mol_id:TOX26942,CNCCCN1c2ccccc2CCc2ccccc21
name,mol_id:TOX14227,CCC(C)OC(=O)N1CCCCC1CCO
name,mol_id:TOX20502,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
name,mol_id:TOX14229,CCCCCC1CCC(=O)O1
name,mol_id:TOX27418,CC/C=C\CCOC(C)OCC
name,mol_id:TOX28948,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N
name,mol_id:TOX28944,COC(=O)C(Cl)C(=O)OC
name,mol_id:TOX28946,NCCC[C@H](N)C(=O)O
name,mol_id:TOX3371,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
name,mol_id:TOX28941,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
name,mol_id:TOX28942,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1
name,mol_id:TOX28943,CC(N)Cc1ccc2c(c1)OCO2
name,mol_id:TOX4687,CC(C)(C)c1ccc(O)c(O)c1
name,mol_id:TOX4681,CC(C)(C)N
name,mol_id:TOX4683,CCCCOC(=O)c1ccccc1N
name,mol_id:TOX7344,O=C1CCCCCCCCCCCN1
name,mol_id:TOX7345,c1ccc(B(c2ccccc2)c2ccccc2)cc1
name,mol_id:TOX18686,Cc1cccc(C(=O)O)c1O
name,mol_id:TOX7341,NCCOCCO
name,mol_id:TOX7342,[S-]c1ccccc1
name,mol_id:TOX7343,CC(C)(C)c1ccc(C=O)cc1
name,mol_id:TOX3508,CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C
name,mol_id:TOX3502,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
name,mol_id:TOX3505,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
name,mol_id:TOX4538,O=C1c2c(O)cccc2Cc2cccc(O)c21
name,mol_id:TOX4532,COc1ccc(N)cc1
name,mol_id:TOX2279,CC(C)c1cccc(C(C)C)c1N
name,mol_id:TOX24466,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O
name,mol_id:TOX24465,Nc1ccc(S(=O)(=O)O)c(N)c1
name,mol_id:TOX21104,O=C(O)C1CCCN1
name,mol_id:TOX17757,C=CCCCCCCCCC=O
name,mol_id:TOX24462,CCO[Si](OCC)(OCC)c1ccccc1
name,mol_id:TOX17754,C=CCOc1nc(OCC=C)nc(OCC=C)n1
name,mol_id:TOX24469,NCCOS(=O)(=O)O
name,mol_id:TOX25598,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC
name,mol_id:TOX25594,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1
name,mol_id:TOX25595,CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21
name,mol_id:TOX25596,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O
name,mol_id:TOX25597,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CC[C@H]2C(=O)O
name,mol_id:TOX25590,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21
name,mol_id:TOX25591,CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1
name,mol_id:TOX445,CC(C)OC(=O)COc1ccc(Cl)cc1Cl
name,mol_id:TOX444,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl
name,mol_id:TOX447,O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1
name,mol_id:TOX446,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
name,mol_id:TOX441,CC(Oc1cc(Cl)ccc1Cl)C(=O)O
name,mol_id:TOX440,CC(Oc1ccc(Cl)cc1Cl)C(=O)O
name,mol_id:TOX443,CCCCOC(=O)COc1ccc(Cl)cc1Cl
name,mol_id:TOX442,O=C(O)COc1ccc(Cl)cc1Cl
name,mol_id:TOX119,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12
name,mol_id:TOX118,[N-]=[N+]=CC(=O)OC[C@H](N)C(=O)O
name,mol_id:TOX449,COP(=O)(OC)OC=C(Cl)Cl
name,mol_id:TOX448,CC(Cl)CCl
name,mol_id:TOX23850,ClCCN1CCCC1
name,mol_id:TOX13447,CC(C)N(C)C
name,mol_id:TOX13445,CN(C)CCCNCCCN
name,mol_id:TOX29300,CCn1cc[n+](C)c1
name,mol_id:TOX25905,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
name,mol_id:TOX25452,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1
name,mol_id:TOX5825,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
name,mol_id:TOX5824,Cl[Pd]Cl
name,mol_id:TOX28150,Cc1occc1C(=O)Nc1ccc(C(=O)N2CCC(F)(F)/C(=C\C(=O)N3CCC(N4CCCCC4)CC3)c3ccccc32)cc1.Cc1occc1C(=O)Nc1ccc(C(=O)N2CCC(F)(F)/C(=C\C(=O)N3CCC(N4CCCCC4)CC3)c3ccccc32)cc1
name,mol_id:TOX9282,CC(C)CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
name,mol_id:TOX22459,CCCCCCCCCCCCCC[n+]1ccccc1
name,mol_id:TOX25330,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2
name,mol_id:TOX22451,Clc1sc(Cl)c(Cl)c1Cl
name,mol_id:TOX25332,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1
name,mol_id:TOX4991,ClC=CCl
name,mol_id:TOX4993,O=c1[nH]c(=O)n(Cl)c(=O)n1Cl
name,mol_id:TOX4994,O=c1[n-]c(=O)n(Cl)c(=O)n1Cl
name,mol_id:TOX4997,O=[N+]([O-])c1cccc(Cl)c1Cl
name,mol_id:TOX4998,O=[N+]([O-])c1ccc(Cl)cc1Cl
name,mol_id:TOX4999,O=[N+]([O-])c1ccc(Cl)c(Cl)c1
name,mol_id:TOX16489,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21
name,mol_id:TOX15592,CCCCCCCC/C=C/CCCOC(C)=O
name,mol_id:TOX26739,NCCNC(=O)c1ccc(Cl)cn1
name,mol_id:TOX26738,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21
name,mol_id:TOX26730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(C)c(CC(=O)[O-])s3)CS[C@H]12)c1csc(N)n1
