key_type,key,smiles
name,mol_id:TOX1436,C=Cc1cccc(C)c1
name,mol_id:TOX1437,C=CC1CC=CCC1
name,mol_id:TOX1403,COP(=O)(OC)OC
name,mol_id:TOX20476,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1
name,mol_id:TOX14357,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl
name,mol_id:TOX14355,O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1
name,mol_id:TOX28522,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
name,mol_id:TOX28831,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
name,mol_id:TOX26327,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314
name,mol_id:TOX1402,Cc1ccc(C)c(C)c1
name,mol_id:TOX24809,CCC(C)(O)CCC=C(C)C
name,mol_id:TOX28527,O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
name,mol_id:TOX28836,C[C@H]1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C.C[C@H]1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C
name,mol_id:TOX28837,C[C@@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2C
name,mol_id:TOX21877,CC(=O)OC(C)(C)Cc1ccccc1
name,mol_id:TOX24804,CC(=O)NCCO
name,mol_id:TOX28529,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
name,mol_id:TOX21873,CCNc1nc(NC(C)C(C)C)nc(SC)n1
name,mol_id:TOX4163,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
name,mol_id:TOX24802,CCCCOCCOC(=O)CCCCCCCCC(=O)OCCOCCCC
name,mol_id:TOX25173,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
name,mol_id:TOX25170,COc1nc(C)nc(Cl)c1NC1=NCCN1
name,mol_id:TOX25171,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1
name,mol_id:TOX25176,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1
name,mol_id:TOX25174,CC12CC3CC(C)(C1)CC(N)(C3)C2
name,mol_id:TOX25175,CNCCC(Oc1ccccc1OC)c1ccccc1
name,mol_id:TOX25178,C[C@@H](Cc1ccc(O)c(O)c1)[C@H](C)Cc1ccc(O)c(O)c1
name,mol_id:TOX25179,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1
name,mol_id:TOX28786,Cc1c(N)c(=O)n(-c2ccccc2)n1C
name,mol_id:TOX28787,O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
name,mol_id:TOX28784,CN1CCCN=C1/C=C/c1cccs1
name,mol_id:TOX28785,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1
name,mol_id:TOX28782,C[C@H](CN1CCCC1)C(=O)c1ccc(C(F)(F)F)cc1
name,mol_id:TOX3393,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
name,mol_id:TOX28780,CCCCC1C(=O)NC(=O)N(C2CCCCC2)C1=O
name,mol_id:TOX28781,O=C1CC[C@H](C(=O)N2CCCCC2)N1
name,mol_id:TOX28789,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C
name,mol_id:TOX2164,C=CCc1ccccc1O
name,mol_id:TOX2162,N#Cc1cc(Br)c(O)c(Br)c1
name,mol_id:TOX2161,N#Cc1cc(I)c(O)c(I)c1
name,mol_id:TOX2160,Oc1ccc(/N=N/c2ccccc2)cc1
name,mol_id:TOX7103,C=C(C)C(=O)OCCCCCCCCCCCC
name,mol_id:TOX7104,CCCCCCCCCCCCCCCC(=O)OC(C)C
name,mol_id:TOX7109,NCCCCCCNCCCCCCN
name,mol_id:TOX3340,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
name,mol_id:TOX3342,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
name,mol_id:TOX3345,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314
name,mol_id:TOX3347,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
name,mol_id:TOX24773,C=C(C)C(=O)OCCOc1ccccc1
name,mol_id:TOX3349,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
name,mol_id:TOX24771,CC(CC(C)C)=NO
name,mol_id:TOX24770,COc1ccc(COC(C)=O)cc1
name,mol_id:TOX24777,CC(C)(O)C(=O)c1ccc(OCCO)cc1
name,mol_id:TOX24776,C=CC(=O)OCCC#N
name,mol_id:TOX24774,O=C1CCCCCCCCCCCC(=O)OCCO1
name,mol_id:TOX1853,OCCN1CCNCC1
name,mol_id:TOX1851,CC(C)(O)CCc1ccccc1
name,mol_id:TOX1856,CCCCc1ccc(N)cc1
name,mol_id:TOX1857,CCCCCCCCCc1ccc(O)cc1
name,mol_id:TOX1854,CN(C)Cc1ccccc1
name,mol_id:TOX13825,CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC
name,mol_id:TOX12192,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C
name,mol_id:TOX15175,c1coc(CNc2[nH]cnc3ncnc2-3)c1
name,mol_id:TOX6151,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
name,mol_id:TOX17752,O=C(Oc1ccccc1)c1cccc(C(=O)Oc2ccccc2)c1
name,mol_id:TOX6157,Cc1c(N=C=O)cccc1N=C=O
name,mol_id:TOX359,O=C1CCCCC1
name,mol_id:TOX358,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O
name,mol_id:TOX24464,O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21
name,mol_id:TOX21208,CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
name,mol_id:TOX21209,C=C(C)C1CCC(C)(O)CC1
name,mol_id:TOX24463,C=C[Si](OCC)(OCC)OCC
name,mol_id:TOX21206,c1csc(-c2ccc(-c3cccs3)s2)c1
name,mol_id:TOX352,O=NN([O-])c1ccccc1
name,mol_id:TOX355,O=S(=O)([O-])NC1CCCCC1
name,mol_id:TOX354,N#CNC(=N)N
name,mol_id:TOX357,N=c1ccn2c(n1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12
name,mol_id:TOX17756,CC(CO)c1ccccc1
name,mol_id:TOX29079,Nc1ccc2c(c1)Cc1ccccc1-2
name,mol_id:TOX29078,CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-]
name,mol_id:TOX29077,OCc1c2ccccc2cc2ccccc12
name,mol_id:TOX29076,S=c1nccc[nH]1
name,mol_id:TOX29074,CCn1cc[n+](C)c1.F[B-](F)(F)F
name,mol_id:TOX29071,CC(=O)C(=O)CC(C)C
name,mol_id:TOX29070,CCCC[n+]1ccccc1C
name,mol_id:TOX31552,CC(C)(C)NCC(O)COc1ccccc1OCC1CCCO1
name,mol_id:TOX1199,CCCCN(CC)C(=O)SCCC
name,mol_id:TOX1198,CC(C)NCC(O)COc1cccc2ccccc12
name,mol_id:TOX733,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
name,mol_id:TOX27333,Cc1ncc([C@@H](CCCCCCc2ccc3c(n2)NCCC3)CC(=O)O)cn1
name,mol_id:TOX27330,CC(C)(O)c1cnn2c(-c3ccc(F)c(-c4c(F)cccc4C#N)c3)cnc2n1
name,mol_id:TOX27331,CCCCc1ccc2c(n1)[C@@H](c1ccc(OC)cc1C[C@H](C)C(=O)[O-])[C@H](C(=O)[O-])[C@H]2c1ccc2c(c1)OCO2
name,mol_id:TOX27337,CCOc1cccc(-n2cc(C(=O)N3CCN(c4cc(C(=O)[O-])c5ccccc5c4)CC3)nc2-c2ccc(C)cc2)c1
name,mol_id:TOX27334,Fc1ccccc1[C@@H](F)CO[C@H]1CC[C@H](Nc2[nH]cnc3nncc2-3)CC1
name,mol_id:TOX27335,CO[C@@H]1COCC[C@@H]1[NH2+][C@@H]1CC[C@@](C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1.O=C([O-])CCC(=O)O
name,mol_id:TOX27338,OC12N=C(c3ccccc3)SC1Cc1cc(Cl)ccc12
name,mol_id:TOX27339,CN(C)C(=O)NC1(c2ccccc2)CCN(CC[C@@]2(c3ccc(F)c(F)c3)CN(C(=O)c3ccccc3)CCO2)CC1
name,mol_id:TOX20643,Cc1cccc(C)c1NC1=NCCCS1
name,mol_id:TOX113,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2
name,mol_id:TOX20316,Cl[Ni]Cl
name,mol_id:TOX20647,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
name,mol_id:TOX112,CCNc1nc(Cl)nc(NC(C)C)n1
name,mol_id:TOX26421,O=S(=O)(O)c1ccc(O)cc1
name,mol_id:TOX26420,CCCCNC(=N)NC(=N)N
name,mol_id:TOX26423,O=C(CCN1CCN2CCCC2C1)N1c2ccccc2Sc2ccc(Cl)cc21
name,mol_id:TOX110,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
name,mol_id:TOX26425,NC(=O)NS(=O)(=O)c1ccc(N)cc1
name,mol_id:TOX26424,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1
name,mol_id:TOX26427,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC
name,mol_id:TOX26426,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1
name,mol_id:TOX26429,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C
name,mol_id:TOX26428,N#C/C(=C1\SCC(c2ccccc2Cl)S1)n1ccnc1
name,mol_id:TOX116,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
name,mol_id:TOX115,CCP(CC)(CC)=[Au]S[C@H]1O[C@@H](COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
name,mol_id:TOX114,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1
name,mol_id:TOX7487,CCOP(=S)(Cl)OCC
name,mol_id:TOX7486,COP(=S)(Cl)OC
name,mol_id:TOX7489,CO[Si](CCCOCC1CO1)(OC)OC
name,mol_id:TOX27598,C=CCc1cc(S(=O)(=O)c2ccc(O)c(CC=C)c2)ccc1O
name,mol_id:TOX27599,CCCCCCOC(=O)C(C)CC
name,mol_id:TOX1224,Cc1ccc(S(=O)(=O)Oc2ccc(N=Nc3ccc(-c4ccc(N=Nc5c(O)ccc6cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c56)c(C)c4)cc3C)cc2)cc1
name,mol_id:TOX4615,[Cr+2].c1cc[cH-]c1.c1cc[cH-]c1
name,mol_id:TOX1221,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O
name,mol_id:TOX27593,CC1=CCC(C(C)C)C=C1
name,mol_id:TOX1223,Cn1cc(C(=O)[C@@H]2CCc3[nH]cnc3C2)c2ccccc21
name,mol_id:TOX1222,ON=C1C=CC(=NO)C=C1
name,mol_id:TOX28851,C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2CCc1ccccc1
name,mol_id:TOX9055,CC(C)CCCCCCc1ccc(O)cc1
name,mol_id:TOX21995,c1coc(-c2nc3ccccc3[nH]2)c1
name,mol_id:TOX21997,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1
name,mol_id:TOX24161,Cl[Sb](Cl)Cl
name,mol_id:TOX1089,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
name,mol_id:TOX25852,CC(C)NNC(=O)c1ccncc1
name,mol_id:TOX1081,O=[N+]([O-])c1ccc(Nc2ccc(Nc3ccccc3)c(S(=O)(=O)[O-])c2)c([N+](=O)[O-])c1
name,mol_id:TOX1080,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1
name,mol_id:TOX9359,COCC(C)N
name,mol_id:TOX1082,O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccccc3)c(O)ccc2c1
name,mol_id:TOX1084,COc1cc(/C=C/C(=O)O[C@H]2CC[C@]34C[C@]35CC[C@]3(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@@]3(C)[C@@H]5CC[C@H]4C2(C)C)ccc1O
name,mol_id:TOX1087,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
name,mol_id:TOX1086,CNC(=O)ON=C(SC)C(=O)N(C)C
name,mol_id:TOX24357,COc1ccc(CO)cc1
name,mol_id:TOX28649,Cc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
name,mol_id:TOX13105,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br
name,mol_id:TOX21199,CN(C)Cc1ccccc1O
name,mol_id:TOX28643,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I
name,mol_id:TOX28642,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
name,mol_id:TOX24340,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12
name,mol_id:TOX28640,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2
name,mol_id:TOX28647,CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C
name,mol_id:TOX28646,C=CC1(C)CC(OC(=O)CO)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O
name,mol_id:TOX28645,C=C1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O
name,mol_id:TOX27920,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC
name,mol_id:TOX27927,CCCCCCn1cc[n+](C)c1
name,mol_id:TOX27923,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
name,mol_id:TOX27922,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
name,mol_id:TOX6195,Clc1cc(Cl)cc(Cl)c1
name,mol_id:TOX6193,Clc1cccc(Cl)c1Cl
name,mol_id:TOX6190,O=C(CCl)c1ccc(Cl)cc1Cl
name,mol_id:TOX2754,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/OCC(=O)O)c3csc(N)n3)[C@H]2SC1
name,mol_id:TOX2752,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CS[C@H]12)c1ccc(O)cc1
name,mol_id:TOX2753,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1
name,mol_id:TOX3488,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1
name,mol_id:TOX31598,O=c1[nH]sc2cc(Cl)ccc12
name,mol_id:TOX3481,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2
name,mol_id:TOX3480,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
name,mol_id:TOX3487,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1
name,mol_id:TOX3485,O=C(CCBr)N1CCN(C(=O)CCBr)CC1
name,mol_id:TOX2100,CCCc1ccc(O)cc1
name,mol_id:TOX6448,CCC(CO)(CO)CO
name,mol_id:TOX2284,CCC(C)N
name,mol_id:TOX25694,Cc1cccc(Nc2ncccc2C(=O)O)c1C
name,mol_id:TOX25693,Cc1cccc(C)c1Nc1ncccc1C(=O)O
name,mol_id:TOX25692,O=C(NCCO[N+](=O)[O-])c1cccnc1
name,mol_id:TOX25691,Cc1cccc(C(C)c2c[nH]cn2)c1C
name,mol_id:TOX25690,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1
name,mol_id:TOX6441,COC(C)(C)OC
name,mol_id:TOX6444,CC(CO)(CO)CO
name,mol_id:TOX2288,CCCCCCOc1ccc(N)cc1
name,mol_id:TOX25698,O=C(NCCc1c[nH]c2ccccc12)c1cccnc1
name,mol_id:TOX5258,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21
name,mol_id:TOX2579,CN(C)c1nc(N(C)C)nc(N(C)C)n1
name,mol_id:TOX631,Nc1ccc(-c2ccc(F)cc2)cc1
name,mol_id:TOX980,CCC[N+](=O)[O-]
name,mol_id:TOX981,CC(C)[N+](=O)[O-]
name,mol_id:TOX982,O=C(O)CC[N+](=O)[O-]
name,mol_id:TOX983,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34
name,mol_id:TOX2571,C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl
name,mol_id:TOX2573,Oc1ncnc2[nH]ncc12
name,mol_id:TOX2574,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
name,mol_id:TOX2576,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C
name,mol_id:TOX5257,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
name,mol_id:TOX2646,CN(C)CCCOC1(Cc2ccccc2)CCCCCC1
name,mol_id:TOX6089,Clc1cc(Cl)c(Cl)c(Cl)c1
name,mol_id:TOX12500,CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1
name,mol_id:TOX25439,CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1
name,mol_id:TOX25438,C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1
name,mol_id:TOX25348,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
name,mol_id:TOX25345,CC[C@@H](CO)NCCN[C@@H](CC)CO
name,mol_id:TOX25432,N=C(N)NCC1COC2(CCCCC2)O1.N=C(N)NCC1COC2(CCCCC2)O1
name,mol_id:TOX25347,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21
name,mol_id:TOX25346,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2
name,mol_id:TOX25437,CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1
name,mol_id:TOX6500,CC(C=O)Cc1ccc(C(C)(C)C)cc1
name,mol_id:TOX25435,CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O
name,mol_id:TOX25434,O=C(Cn1ccnc1[N+](=O)[O-])NCCO
name,mol_id:TOX2641,NCC(CC(=O)O)c1ccc(Cl)cc1
name,mol_id:TOX3899,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
name,mol_id:TOX14653,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl
name,mol_id:TOX184,Nc1ccc(/N=N/c2ccc(-c3ccc(/N=N/c4c(S(=O)(=O)[O-])cc5cc(S(=O)(=O)[O-])c(/N=N/c6ccccc6)c(O)c5c4N)cc3)cc2)c(N)c1
name,mol_id:TOX181,O=[Bi]Cl
name,mol_id:TOX182,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
name,mol_id:TOX7716,CCCCCCCC/C=C\CCCCCCCC(=O)OCCOC(=O)CCCCCCC/C=C\CCCCCCCC
name,mol_id:TOX7714,CCCCCCCC/C=C\CCCCCCCCOCCO
name,mol_id:TOX7713,CCCCCCCC/C=C\CCCCCCCC(=O)OCCO
name,mol_id:TOX24381,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1
name,mol_id:TOX3155,Oc1c(I)cc(I)c2cccnc12
name,mol_id:TOX3626,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1
name,mol_id:TOX3157,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
name,mol_id:TOX3624,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1
name,mol_id:TOX3623,O=S([O-])CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)[O-])cc2)cc1
name,mol_id:TOX3622,Nc1ccc(S(N)(=O)=O)cc1
name,mol_id:TOX3621,O=C1OC(c2ccc(O)c(S(=O)(=O)[O-])c2)(c2ccc(O)c(S(=O)(=O)[O-])c2)c2c(Br)c(Br)c(Br)c(Br)c21
name,mol_id:TOX3620,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1
name,mol_id:TOX3159,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O
name,mol_id:TOX3158,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I
name,mol_id:TOX3629,CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC
name,mol_id:TOX3628,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
name,mol_id:TOX4747,O=C([O-])CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1
name,mol_id:TOX7902,CC1=CC2C3CC(C=C3C)C2C1
name,mol_id:TOX23777,Nc1ccc2cc3ccc(N)cc3nc2c1.Nc1ccc2cc3ccc(N)cc3nc2c1
name,mol_id:TOX7905,C/C(=C\C(C)CC(C)CC(C)C)C1CC(=O)OC1=O
name,mol_id:TOX17303,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
name,mol_id:TOX14903,[Br-].[Na+]
name,mol_id:TOX4845,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
name,mol_id:TOX21437,CC(CO)(CO)[N+](=O)[O-]
name,mol_id:TOX21436,CCC(C)(C)O
name,mol_id:TOX4840,[Co+2].c1cc[cH-]c1.c1cc[cH-]c1
name,mol_id:TOX21431,CC(C)Oc1ccccc1O
name,mol_id:TOX21439,Cc1ccc2c(c1)C(=O)c1ccccc1C2=O
name,mol_id:TOX10955,CC12CCC(CC1=O)C2(C)C
name,mol_id:TOX27109,COC(OC)C(C)c1ccccc1
name,mol_id:TOX27108,SC1CCCC1
name,mol_id:TOX27459,O=C1[N-]S(=O)(=O)c2ccccc21.O=C1[N-]S(=O)(=O)c2ccccc21
name,mol_id:TOX27105,COc1cc(C)ccc1O
name,mol_id:TOX27456,O=C1OC(=O)C2C3C=CC(C3)C12
name,mol_id:TOX27107,CC(CC=O)CC(C)(C)C
name,mol_id:TOX27454,CC1(C)OC[C@@H]2O[C@@]3(C(=O)O)OC(C)(C)O[C@H]3[C@@H]2O1
name,mol_id:TOX27453,C1CCN(CN2CCCCC2)CC1
name,mol_id:TOX27103,CCCCCCCCCCCCCCCCCCOS(=O)(=O)[O-]
name,mol_id:TOX27450,Clc1ccc2[nH]nnc2c1
name,mol_id:TOX5733,NC(=O)c1ccccc1[N+](=O)[O-]
name,mol_id:TOX5732,NC(=O)c1cccc([N+](=O)[O-])c1
name,mol_id:TOX5737,O=C(O)c1cccc([N+](=O)[O-])c1
name,mol_id:TOX5738,O=C(O)c1ccccc1[N+](=O)[O-]
name,mol_id:TOX11531,CN(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1
name,mol_id:TOX26859,COc1cc(C=CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC
name,mol_id:TOX4462,Nc1cccc(S(=O)(=O)O)c1
name,mol_id:TOX26850,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1
name,mol_id:TOX26851,CCCCCCCCCCOc1cc2c(O)c(C(=O)OCC)cnc2cc1OCC
name,mol_id:TOX26852,CC(C)OC(=O)Nc1ccc2[nH]c(-c3cscn3)nc2c1
name,mol_id:TOX26853,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21
name,mol_id:TOX26855,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)C=CC2OC2C[C@@H](C)OC(=O)C[C@H]1OC(C)=O
name,mol_id:TOX26856,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)C(C)OC(=O)[C@H](c2ccccc2)NC(=O)C2CC(=O)CCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C1=O
name,mol_id:TOX26857,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)nc(C)c1Br
name,mol_id:TOX22169,CCCCCCCCCCCCCOP(=O)(O)O
name,mol_id:TOX31431,COc1ccc2cccc(CCNC(C)=O)c2c1
name,mol_id:TOX22167,O=C([O-])c1ccccc1C(=O)O
name,mol_id:TOX5342,N#C/C=C/C#N
name,mol_id:TOX6294,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C
name,mol_id:TOX6293,Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1
name,mol_id:TOX14338,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1
name,mol_id:TOX20459,CCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1OC(=O)CCC
name,mol_id:TOX5085,CC(C)NC(C)C
name,mol_id:TOX5086,CC(C)N=C=NC(C)C
name,mol_id:TOX5080,CC(C)CC(=O)CC(C)C
name,mol_id:TOX5082,CC(C)(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)(C)C
